Temperature,Days_Stagnant,Source_Type,Gas_PPM
25.8,22.9,Rainwater,139.54
34.8,1.2,Sewage,120.15
14.2,25.6,Sewage,360.94
12.9,10.7,Sewage,182.77
34.9,23.1,Sewage,431.24
19.6,10.6,Sewage,281.64
22.1,11.6,Sewage,304.54
17.6,19.4,Sewage,405.49
21.7,10.7,Rainwater,82.68
31.3,21.8,Rainwater,92.25
16.2,12.7,Sewage,213.12
42.0,2.7,Sewage,264.64
16.8,22.0,Sewage,374.74
26.1,19.9,Rainwater,124.24
33.9,9.3,Rainwater,91.66
32.1,17.2,Rainwater,78.97
39.6,20.4,Sewage,352.81
13.7,23.4,Sewage,349.04
31.6,15.1,Rainwater,141.76
29.9,27.1,Sewage,409.25
15.7,26.0,Rainwater,56.4
19.0,12.3,Sewage,322.35
35.2,7.1,Sewage,297.9
28.7,10.3,Rainwater,54.32
16.2,18.6,Sewage,222.54
44.5,18.9,Rainwater,143.44
39.0,29.1,Sewage,408.68
16.2,1.0,Rainwater,5.31
41.0,11.3,Sewage,466.69
16.1,10.5,Sewage,253.21
39.5,25.6,Sewage,449.04
11.2,13.5,Sewage,242.92
18.3,21.8,Sewage,316.33
34.9,15.9,Rainwater,134.54
36.0,7.3,Rainwater,75.63
31.1,6.6,Sewage,271.45
33.2,14.9,Rainwater,67.96
21.1,18.8,Sewage,444.52
10.8,4.5,Rainwater,25.93
26.5,24.2,Sewage,340.93
15.6,14.3,Rainwater,43.08
40.8,20.8,Rainwater,66.13
33.7,24.1,Rainwater,112.42
23.2,1.6,Rainwater,21.82
31.4,5.9,Rainwater,61.77
20.8,3.1,Sewage,122.89
17.6,28.7,Rainwater,62.08
18.1,19.1,Sewage,293.6
12.8,2.7,Sewage,72.72
27.0,18.7,Rainwater,103.28
41.3,6.9,Rainwater,92.4
24.8,26.1,Rainwater,68.33
44.0,16.8,Rainwater,49.55
24.2,24.8,Rainwater,117.46
23.7,13.5,Rainwater,80.87
19.1,29.4,Sewage,370.3
28.4,26.6,Sewage,479.17
15.3,18.9,Rainwater,83.3
23.6,18.2,Sewage,279.26
16.6,2.4,Sewage,85.74
28.2,22.6,Sewage,459.27
44.1,12.4,Rainwater,127.65
44.8,15.5,Sewage,355.01
31.4,20.8,Rainwater,146.54
42.0,6.4,Rainwater,135.86
37.4,5.9,Rainwater,95.29
28.8,7.3,Rainwater,62.15
35.5,6.7,Sewage,304.53
28.8,17.5,Rainwater,125.64
26.4,14.6,Rainwater,58.93
35.5,5.4,Sewage,330.36
23.5,8.7,Rainwater,98.29
22.7,11.6,Rainwater,49.49
28.3,28.4,Rainwater,89.83
10.5,29.7,Rainwater,46.68
31.5,15.7,Sewage,327.02
42.5,19.1,Sewage,372.5
10.2,19.4,Sewage,323.83
29.1,9.2,Rainwater,108.06
26.5,6.0,Sewage,282.54
29.6,13.4,Sewage,437.63
26.3,23.5,Rainwater,56.6
28.2,21.6,Rainwater,93.07
15.9,19.0,Sewage,277.49
30.9,27.0,Rainwater,128.43
42.0,2.2,Sewage,300.25
19.0,12.2,Rainwater,85.25
23.6,5.3,Rainwater,68.06
19.1,12.6,Rainwater,100.53
40.6,25.0,Rainwater,138.73
32.2,12.1,Rainwater,115.54
16.3,29.9,Sewage,266.52
16.0,5.5,Sewage,158.77
12.9,6.9,Sewage,127.5
41.2,21.9,Sewage,427.74
22.6,27.5,Sewage,459.84
15.8,11.9,Sewage,271.37
27.5,13.2,Rainwater,86.31
18.7,14.8,Sewage,350.41
27.3,14.8,Sewage,438.43
34.7,2.4,Rainwater,62.56
34.6,7.5,Rainwater,71.4
12.1,14.3,Rainwater,44.82
13.0,27.0,Rainwater,46.53
25.7,26.2,Rainwater,126.19
34.8,2.1,Sewage,222.73
27.2,23.3,Sewage,342.95
19.8,22.0,Rainwater,63.36
43.8,5.8,Rainwater,55.7
16.1,13.8,Rainwater,76.89
11.2,26.8,Rainwater,85.06
40.2,20.4,Rainwater,89.58
13.9,18.8,Rainwater,35.44
28.6,8.0,Rainwater,85.6
11.2,22.1,Sewage,301.93
37.7,21.0,Rainwater,69.5
27.4,21.2,Rainwater,48.72
11.6,19.7,Sewage,317.21
11.0,29.4,Sewage,390.6
38.8,9.8,Rainwater,126.18
20.9,8.0,Sewage,187.54
27.0,8.1,Rainwater,47.16
13.9,28.3,Sewage,368.54
28.2,28.8,Rainwater,66.18
30.0,12.7,Sewage,374.13
28.5,26.7,Sewage,330.37
31.0,8.3,Rainwater,98.48
25.6,25.2,Sewage,302.98
11.2,3.9,Rainwater,11.02
11.8,7.8,Rainwater,53.71
12.3,14.9,Rainwater,69.62
11.1,20.5,Sewage,234.38
43.0,29.6,Rainwater,92.68
26.7,7.6,Rainwater,71.94
24.7,8.3,Sewage,284.58
28.2,13.5,Sewage,362.38
23.6,29.5,Sewage,313.25
12.2,28.9,Rainwater,89.19
42.2,28.1,Sewage,414.15
34.4,27.3,Sewage,362.48
14.0,25.0,Rainwater,91.39
26.3,5.3,Rainwater,65.15
44.8,22.4,Sewage,430.81
24.4,28.3,Rainwater,66.93
24.2,3.6,Rainwater,22.05
28.1,18.0,Sewage,358.62
32.1,23.2,Rainwater,138.25
27.8,7.8,Sewage,352.07
41.5,20.5,Sewage,409.59
25.8,13.4,Sewage,315.9
38.6,29.5,Sewage,481.56
16.2,11.6,Sewage,214.76
28.8,21.1,Rainwater,121.96
11.4,9.5,Sewage,149.26
23.0,25.0,Sewage,401.87
10.8,7.7,Rainwater,24.09
29.8,15.2,Sewage,382.35
20.6,24.7,Rainwater,96.97
32.2,4.7,Rainwater,50.32
40.8,2.2,Rainwater,40.84
26.2,20.7,Sewage,442.88
36.9,27.3,Sewage,459.55
20.8,19.1,Sewage,380.89
19.9,2.4,Rainwater,10.46
23.4,14.9,Rainwater,117.78
24.5,25.5,Rainwater,59.6
43.6,28.5,Rainwater,115.66
39.2,1.9,Sewage,188.17
14.6,15.1,Rainwater,58.55
27.0,12.3,Sewage,290.91
31.9,4.2,Sewage,222.67
35.5,29.8,Sewage,449.78
13.3,5.4,Sewage,108.27
20.1,7.8,Sewage,208.5
32.4,11.4,Rainwater,87.15
17.1,9.2,Rainwater,82.39
42.2,25.9,Rainwater,93.16
42.7,14.0,Sewage,427.85
24.5,14.2,Rainwater,81.68
31.2,2.1,Sewage,163.48
25.6,22.9,Rainwater,105.88
25.4,16.3,Rainwater,65.9
10.1,14.8,Rainwater,32.62
37.8,14.1,Sewage,379.61
44.6,17.9,Sewage,448.43
31.6,28.0,Sewage,442.59
10.8,13.8,Sewage,234.21
37.1,19.0,Rainwater,140.0
30.6,14.5,Rainwater,144.79
33.8,14.7,Rainwater,57.1
17.2,21.7,Sewage,386.97
14.1,27.2,Sewage,421.69
30.9,27.4,Rainwater,134.81
44.3,6.7,Rainwater,85.82
32.3,5.1,Rainwater,53.28
40.2,18.2,Rainwater,114.28
18.0,7.7,Rainwater,33.98
37.6,19.5,Rainwater,66.22
19.4,25.2,Rainwater,132.64
14.8,19.7,Sewage,365.4
43.9,28.6,Sewage,417.57
15.2,20.3,Sewage,326.11
36.7,21.6,Rainwater,95.33
32.1,22.1,Sewage,430.86
25.9,11.4,Sewage,293.13
13.0,28.5,Sewage,271.47
15.2,3.0,Sewage,75.01
22.6,6.3,Rainwater,51.13
11.7,12.6,Rainwater,68.79
39.3,12.5,Rainwater,54.62
44.5,22.6,Rainwater,134.99
24.4,25.4,Rainwater,79.27
26.3,14.4,Rainwater,77.98
32.9,21.0,Rainwater,83.83
12.6,17.2,Rainwater,67.33
39.3,11.8,Sewage,425.92
11.9,23.7,Rainwater,47.82
30.8,13.6,Sewage,305.89
42.3,24.8,Rainwater,54.01
11.5,3.5,Sewage,57.84
13.7,23.6,Rainwater,99.54
16.6,5.6,Sewage,167.47
43.0,23.4,Sewage,465.58
39.4,6.1,Rainwater,82.19
32.9,16.2,Sewage,417.46
28.6,5.1,Rainwater,32.95
31.6,30.0,Rainwater,87.73
19.9,29.1,Rainwater,94.31
10.2,29.8,Rainwater,88.87
38.1,9.1,Sewage,335.27
23.3,28.1,Sewage,345.86
44.3,22.3,Sewage,385.87
29.8,20.9,Sewage,398.98
21.2,26.6,Sewage,429.06
40.5,21.2,Rainwater,139.61
24.4,24.8,Rainwater,121.31
28.3,9.2,Sewage,333.97
24.1,3.5,Sewage,157.77
13.8,15.6,Rainwater,38.02
35.1,1.8,Sewage,171.81
19.4,4.4,Sewage,132.7
37.5,25.9,Rainwater,134.9
40.5,5.2,Sewage,365.97
39.3,12.8,Sewage,426.62
11.2,9.7,Rainwater,25.3
13.5,27.8,Rainwater,103.82
12.0,13.5,Sewage,229.69
30.6,15.0,Sewage,428.68
18.1,21.1,Sewage,398.23
11.2,11.3,Sewage,209.73
12.9,4.7,Sewage,126.35
20.3,4.6,Rainwater,30.53
39.1,7.3,Rainwater,67.38
18.9,18.5,Rainwater,116.64
18.0,5.3,Rainwater,28.13
11.3,26.6,Sewage,295.47
27.7,9.7,Rainwater,101.35
24.2,5.7,Rainwater,27.45
27.1,13.5,Sewage,420.67
28.8,27.3,Sewage,382.94
20.9,11.0,Sewage,275.56
19.7,3.5,Sewage,105.06
20.5,29.1,Sewage,458.3
27.6,8.6,Rainwater,55.18
43.2,13.1,Rainwater,95.73
25.3,4.5,Sewage,212.21
20.6,23.8,Sewage,331.85
42.7,13.9,Sewage,485.35
33.8,22.7,Rainwater,100.96
30.9,28.4,Rainwater,135.95
13.3,13.0,Rainwater,48.9
24.8,9.1,Sewage,266.14
16.8,8.0,Sewage,142.85
35.4,4.0,Rainwater,40.07
19.9,13.7,Sewage,289.24
14.3,5.5,Rainwater,44.04
27.9,20.6,Rainwater,92.18
38.5,14.6,Sewage,345.75
18.5,28.6,Rainwater,86.15
42.3,16.8,Rainwater,81.87
36.9,7.0,Rainwater,124.92
24.0,14.1,Rainwater,90.94
31.5,13.3,Sewage,295.9
26.2,12.3,Rainwater,105.89
20.3,10.2,Rainwater,68.51
12.4,4.5,Rainwater,30.4
43.6,8.0,Sewage,409.23
19.2,3.7,Sewage,94.28
24.6,24.4,Rainwater,118.97
19.8,17.3,Rainwater,111.84
38.9,20.1,Rainwater,116.68
43.8,23.7,Rainwater,137.78
18.5,13.9,Rainwater,63.98
24.4,13.2,Rainwater,80.21
19.9,10.4,Rainwater,52.42
43.2,19.3,Rainwater,56.08
15.8,19.1,Sewage,260.5
26.6,11.9,Rainwater,115.59
19.4,24.5,Sewage,294.06
22.6,6.8,Rainwater,57.91
26.5,10.0,Sewage,353.52
15.4,26.4,Sewage,291.83
22.8,26.2,Sewage,402.15
36.3,27.7,Rainwater,149.05
34.7,8.6,Rainwater,53.95
37.4,17.0,Rainwater,141.22
19.3,19.0,Sewage,381.32
13.5,26.8,Sewage,365.02
31.3,27.3,Rainwater,119.35
43.4,20.4,Sewage,301.56
30.4,4.0,Rainwater,40.02
41.1,2.8,Rainwater,85.96
13.0,1.3,Sewage,35.41
27.5,16.0,Sewage,313.48
32.7,11.9,Rainwater,60.01
12.3,25.8,Rainwater,107.49
19.8,21.8,Sewage,314.08
19.6,12.1,Rainwater,83.86
15.3,9.0,Sewage,222.48
28.2,23.1,Rainwater,82.09
35.2,23.9,Sewage,448.86
34.5,8.2,Sewage,375.94
40.3,15.4,Rainwater,49.04
11.5,21.1,Sewage,328.16
36.9,28.4,Rainwater,118.01
19.6,25.0,Rainwater,51.81
15.5,24.2,Rainwater,95.14
33.3,21.0,Rainwater,74.61
21.4,21.5,Rainwater,73.05
34.0,19.4,Sewage,334.71
40.8,27.9,Sewage,317.67
32.2,6.2,Sewage,338.13
26.0,18.2,Rainwater,107.68
11.9,7.0,Rainwater,32.46
10.8,1.5,Sewage,29.92
44.7,19.7,Sewage,520.99
12.7,15.2,Rainwater,45.07
34.3,19.3,Rainwater,60.18
34.5,12.7,Rainwater,103.38
37.5,13.7,Rainwater,86.57
11.8,6.1,Rainwater,33.11
19.4,20.5,Sewage,405.53
22.0,25.5,Rainwater,146.01
33.2,14.7,Sewage,416.31
25.0,26.9,Rainwater,136.11
39.4,9.2,Sewage,296.86
24.5,26.8,Sewage,380.06
18.8,3.8,Sewage,87.66
21.0,4.6,Sewage,199.04
27.2,9.7,Sewage,263.04
25.8,18.9,Sewage,294.36
25.4,24.4,Sewage,388.66
40.4,23.0,Sewage,438.23
32.9,25.6,Rainwater,74.23
28.8,10.7,Sewage,387.79
30.4,17.4,Rainwater,112.85
10.7,20.4,Rainwater,79.38
44.0,23.6,Rainwater,79.47
14.4,14.7,Rainwater,55.93
20.1,27.6,Rainwater,77.93
39.4,5.4,Sewage,373.33
21.4,5.8,Sewage,206.33
28.3,17.9,Sewage,343.96
19.3,24.3,Sewage,430.29
13.6,6.5,Sewage,130.46
21.0,27.4,Sewage,442.43
26.4,21.0,Rainwater,136.58
24.9,7.7,Sewage,308.4
17.3,21.4,Rainwater,101.89
10.9,26.4,Sewage,380.38
36.4,9.8,Rainwater,112.7
20.5,22.9,Rainwater,109.11
21.8,11.9,Sewage,285.13
39.7,18.9,Sewage,472.04
18.7,24.3,Rainwater,64.34
10.7,26.1,Sewage,276.71
22.0,10.7,Rainwater,58.72
32.5,22.9,Rainwater,142.82
42.0,7.0,Sewage,381.8
40.4,6.3,Rainwater,73.96
21.6,1.8,Sewage,85.14
18.8,8.8,Sewage,166.98
23.6,4.5,Rainwater,24.97
11.0,2.3,Sewage,40.44
21.6,28.7,Sewage,422.88
35.4,13.9,Rainwater,74.9
35.2,26.0,Sewage,435.37
28.0,12.8,Rainwater,58.54
38.0,16.3,Rainwater,112.8
10.7,7.3,Sewage,118.02
21.7,16.5,Sewage,363.87
24.3,17.2,Sewage,384.89
27.7,29.2,Rainwater,69.93
37.8,8.4,Rainwater,58.02
22.7,22.5,Sewage,362.84
22.5,29.5,Rainwater,80.51
27.4,3.3,Rainwater,32.67
36.9,21.6,Rainwater,131.31
26.5,6.7,Rainwater,76.5
17.9,3.4,Sewage,116.7
34.2,9.7,Rainwater,75.14
18.4,28.9,Sewage,344.49
39.2,14.9,Rainwater,123.05
42.2,30.0,Sewage,498.7
11.2,1.0,Sewage,20.7
28.9,8.9,Sewage,322.44
41.8,6.1,Rainwater,51.4
11.6,26.5,Sewage,337.91
26.4,23.8,Rainwater,49.31
36.3,17.5,Sewage,426.38
44.3,6.6,Sewage,428.78
15.1,16.5,Rainwater,73.6
11.9,22.3,Sewage,367.03
35.3,11.4,Rainwater,117.79
24.1,29.2,Rainwater,61.7
41.7,7.4,Sewage,472.74
39.0,2.0,Rainwater,28.97
27.3,26.1,Rainwater,68.19
19.7,7.9,Rainwater,27.31
39.4,28.3,Rainwater,61.04
22.9,2.2,Sewage,103.02
23.8,28.3,Sewage,401.88
21.0,13.7,Sewage,365.83
15.0,20.0,Rainwater,57.94
19.6,27.8,Rainwater,88.34
44.8,26.1,Rainwater,68.68
34.5,17.4,Rainwater,138.32
32.0,15.1,Rainwater,134.53
37.3,14.5,Sewage,476.89
30.7,29.0,Sewage,340.32
14.3,23.3,Rainwater,120.52
18.4,6.0,Rainwater,34.15
38.0,6.7,Rainwater,115.7
37.5,16.3,Rainwater,81.37
12.0,27.2,Rainwater,112.6
24.1,9.1,Sewage,257.43
10.3,17.4,Sewage,203.29
37.7,14.5,Rainwater,105.24
30.9,13.6,Sewage,356.17
25.4,27.4,Sewage,371.7
36.9,27.2,Sewage,364.11
32.5,7.8,Rainwater,107.37
41.6,24.0,Sewage,486.67
33.1,14.6,Rainwater,61.96
25.1,27.0,Rainwater,88.73
19.7,17.2,Rainwater,89.13
32.4,8.8,Sewage,387.84
13.2,3.2,Rainwater,9.03
27.2,11.5,Rainwater,68.22
31.6,14.7,Sewage,415.05
14.6,12.4,Rainwater,81.85
36.6,22.9,Rainwater,123.95
23.9,6.1,Sewage,211.31
25.7,17.4,Rainwater,111.92
30.4,16.2,Sewage,353.5
27.5,6.5,Sewage,207.5
21.1,17.6,Sewage,369.25
35.0,12.3,Rainwater,74.21
32.2,13.3,Sewage,405.99
43.2,22.1,Rainwater,86.99
27.7,2.1,Rainwater,33.55
13.1,23.4,Sewage,309.41
33.6,2.6,Sewage,175.16
15.0,10.7,Sewage,159.73
29.7,6.4,Rainwater,96.9
31.9,21.7,Sewage,396.33
11.4,19.4,Sewage,215.24
24.5,22.1,Sewage,290.81
14.9,21.6,Sewage,363.33
23.0,15.6,Sewage,340.17
41.1,15.3,Rainwater,98.84
15.0,25.1,Rainwater,85.85
15.4,27.5,Sewage,249.82
21.0,28.0,Rainwater,56.47
27.5,26.7,Sewage,435.19
19.5,26.3,Sewage,401.47
20.7,3.9,Sewage,144.67
24.5,15.9,Rainwater,108.97
40.5,14.7,Rainwater,78.19
12.9,3.5,Sewage,61.23
38.8,24.0,Rainwater,100.1
29.5,10.5,Sewage,308.65
24.0,18.3,Rainwater,69.98
13.0,4.2,Sewage,92.05
43.6,2.1,Sewage,315.74
26.3,8.2,Rainwater,48.1
20.4,7.9,Rainwater,63.08
39.7,28.2,Sewage,427.32
41.9,21.6,Rainwater,137.61
10.2,17.4,Rainwater,64.04
19.6,8.9,Sewage,230.66
25.8,1.2,Rainwater,13.82
32.9,16.1,Rainwater,115.65
21.9,29.5,Rainwater,50.08
10.2,4.8,Sewage,85.32
34.4,3.0,Sewage,213.11
15.2,25.5,Sewage,355.49
21.5,15.1,Sewage,325.98
33.5,26.2,Sewage,347.69
31.4,19.6,Rainwater,139.76
35.9,24.4,Rainwater,149.43
11.6,26.3,Sewage,233.69
40.8,2.7,Rainwater,87.77
42.8,26.8,Sewage,335.07
13.3,12.3,Sewage,238.8
38.0,2.3,Sewage,219.03
28.5,2.9,Rainwater,28.4
18.0,10.6,Sewage,222.15
44.5,17.1,Rainwater,89.75
43.5,18.5,Rainwater,84.77
14.7,17.3,Sewage,293.92
36.7,1.3,Sewage,156.31
17.1,27.8,Sewage,425.66
24.9,23.9,Sewage,419.57
19.2,26.2,Sewage,415.27
20.2,24.0,Sewage,279.96
15.2,10.2,Rainwater,75.38
44.0,8.2,Sewage,479.24
37.5,20.4,Sewage,340.23
34.1,3.2,Sewage,203.44
22.1,7.8,Rainwater,51.27
22.8,6.1,Rainwater,77.9
37.9,15.1,Sewage,488.37
14.0,8.6,Rainwater,36.81
12.9,5.6,Sewage,142.16
27.7,4.9,Rainwater,68.55
39.4,17.1,Sewage,374.51
30.1,23.7,Sewage,333.8
34.5,3.6,Sewage,269.42
38.8,15.8,Rainwater,75.38
11.9,27.3,Sewage,372.11
33.4,6.9,Sewage,312.91
38.1,15.6,Sewage,330.14
14.4,27.7,Sewage,391.17
29.6,27.6,Sewage,401.56
29.0,10.5,Rainwater,98.88
43.3,20.2,Sewage,374.31
15.3,12.8,Rainwater,33.46
37.6,28.0,Sewage,346.79
30.2,23.6,Sewage,331.56
38.1,5.3,Rainwater,82.52
22.5,27.7,Sewage,396.59
12.2,19.7,Rainwater,71.31
18.6,2.8,Rainwater,23.25
17.8,11.8,Rainwater,61.69
42.5,11.6,Rainwater,65.29
11.7,15.9,Rainwater,76.15
21.9,23.9,Rainwater,65.75
28.6,13.5,Sewage,441.95
42.9,29.2,Sewage,395.09
26.1,15.5,Sewage,428.5
29.3,24.5,Rainwater,65.06
25.7,16.5,Rainwater,64.47
41.4,29.4,Sewage,327.72
20.7,24.7,Sewage,290.4
32.9,12.8,Sewage,299.25
34.7,1.0,Rainwater,19.94
18.5,25.0,Sewage,378.88
18.4,29.1,Rainwater,143.04
43.2,1.1,Rainwater,47.13
18.2,12.2,Sewage,305.58
20.0,28.8,Sewage,448.08
33.4,16.7,Sewage,287.48
41.0,5.9,Rainwater,131.76
35.9,1.3,Sewage,98.47
23.3,2.4,Sewage,77.94
20.3,7.9,Sewage,214.82
22.3,23.2,Sewage,441.72
37.8,26.2,Rainwater,97.38
31.7,2.0,Rainwater,24.07
21.0,21.9,Sewage,372.29
23.5,1.7,Sewage,89.58
28.4,9.6,Sewage,259.21
36.9,16.0,Sewage,326.17
36.0,5.2,Sewage,322.63
33.3,28.2,Sewage,344.86
15.4,10.2,Sewage,161.39
24.1,10.7,Rainwater,76.75
33.0,22.8,Rainwater,91.27
39.0,13.6,Rainwater,102.68
12.9,12.3,Rainwater,56.12
33.6,23.1,Rainwater,81.51
42.3,17.3,Rainwater,83.43
38.9,18.0,Sewage,312.26
28.2,3.7,Rainwater,61.48
10.5,6.3,Rainwater,17.68
14.4,2.2,Rainwater,10.86
13.6,16.8,Sewage,337.91
26.0,17.6,Rainwater,90.53
20.9,1.8,Rainwater,15.37
22.7,12.5,Sewage,326.11
10.9,3.5,Rainwater,13.55
36.8,11.0,Sewage,441.37
27.7,7.2,Sewage,346.23
36.4,8.6,Sewage,322.73
21.4,6.7,Sewage,227.54
13.4,2.3,Rainwater,10.83
32.8,29.7,Rainwater,105.11
16.8,28.6,Sewage,266.32
44.2,8.8,Rainwater,118.73
17.8,13.4,Sewage,269.46
17.0,15.3,Sewage,335.51
13.1,18.7,Sewage,236.04
41.0,3.4,Rainwater,113.87
12.6,17.2,Rainwater,47.83
13.1,27.2,Sewage,393.71
12.0,24.5,Rainwater,88.8
43.8,13.5,Sewage,324.24
33.4,10.0,Rainwater,72.75
28.5,28.9,Rainwater,76.34
20.3,18.8,Sewage,388.01
32.7,16.6,Rainwater,83.97
14.8,9.0,Rainwater,31.72
21.6,19.2,Rainwater,105.67
23.8,2.1,Sewage,109.06
22.4,25.3,Sewage,364.88
19.0,16.5,Sewage,239.84
12.7,22.0,Sewage,339.9
34.0,4.5,Rainwater,45.71
27.9,2.1,Sewage,109.88
18.1,29.6,Rainwater,128.19
35.6,5.0,Sewage,243.24
17.4,25.7,Rainwater,130.37
29.7,9.5,Sewage,401.57
44.4,15.7,Rainwater,110.55
26.4,28.4,Rainwater,112.25
28.0,23.7,Rainwater,118.81
43.8,14.8,Sewage,457.54
22.1,19.7,Rainwater,89.28
28.6,3.4,Sewage,187.74
24.5,11.6,Rainwater,92.15
14.7,28.6,Sewage,413.04
20.2,19.6,Rainwater,81.03
13.2,22.3,Sewage,234.49
25.5,27.4,Rainwater,58.4
28.1,18.4,Rainwater,107.51
15.3,23.9,Sewage,257.76
29.0,12.4,Sewage,360.18
34.4,21.7,Sewage,385.03
29.5,20.9,Sewage,327.58
32.6,24.4,Sewage,356.05
15.5,28.5,Rainwater,44.2
40.1,6.0,Rainwater,123.56
35.8,13.2,Rainwater,109.91
44.6,8.3,Rainwater,69.45
15.1,8.1,Sewage,172.22
21.5,11.3,Rainwater,72.23
44.0,29.3,Sewage,397.69
17.7,10.7,Rainwater,87.23
43.6,4.4,Sewage,336.58
27.2,20.4,Sewage,279.14
35.6,10.6,Sewage,440.69
11.3,16.0,Rainwater,54.49
11.9,24.8,Sewage,255.81
31.6,16.7,Sewage,351.99
24.0,10.0,Rainwater,42.67
23.7,29.5,Sewage,308.3
18.6,18.5,Rainwater,42.78
31.9,11.0,Rainwater,119.93
18.2,5.0,Rainwater,26.71
15.8,24.6,Sewage,320.54
42.3,5.7,Sewage,466.83
37.6,25.6,Rainwater,67.91
24.6,28.6,Rainwater,131.14
24.6,13.2,Rainwater,45.3
41.2,5.6,Sewage,426.05
29.2,18.5,Sewage,311.3
41.6,11.2,Rainwater,128.13
13.1,11.8,Rainwater,70.39
19.9,4.7,Rainwater,53.9
17.1,25.3,Rainwater,114.83
36.3,24.9,Sewage,310.49
17.4,6.8,Sewage,157.02
42.0,26.1,Sewage,300.04
10.4,2.6,Rainwater,14.17
30.0,1.6,Rainwater,23.06
44.9,22.4,Rainwater,135.65
10.6,27.0,Sewage,360.74
17.0,7.1,Sewage,180.75
13.0,8.3,Rainwater,24.99
12.2,17.8,Sewage,256.49
17.3,13.8,Sewage,210.57
12.0,8.0,Sewage,133.45
25.5,12.1,Sewage,277.17
20.9,23.6,Sewage,421.89
29.7,7.0,Rainwater,63.23
32.0,29.5,Sewage,306.8
19.1,20.9,Rainwater,103.04
27.1,20.1,Rainwater,68.95
10.2,5.4,Rainwater,28.16
15.1,3.9,Sewage,105.11
42.2,2.8,Rainwater,46.9
23.8,18.9,Rainwater,100.64
37.8,7.7,Sewage,424.09
24.0,23.2,Sewage,443.47
17.7,25.8,Rainwater,119.48
42.7,26.0,Sewage,455.44
26.8,16.7,Rainwater,68.94
32.8,27.9,Rainwater,54.49
34.2,29.6,Rainwater,86.49
35.7,14.7,Sewage,379.34
18.9,26.2,Rainwater,124.86
25.6,20.1,Rainwater,127.81
18.6,27.2,Rainwater,115.78
30.0,26.1,Sewage,409.91
14.0,1.6,Sewage,30.57
26.2,7.0,Rainwater,81.53
36.9,28.4,Rainwater,153.08
12.1,10.8,Rainwater,62.86
35.5,2.0,Rainwater,26.44
40.7,20.0,Rainwater,55.76
18.4,10.7,Sewage,186.95
27.9,4.0,Sewage,216.4
40.7,29.3,Sewage,424.24
42.2,26.1,Rainwater,50.41
41.5,13.5,Rainwater,85.09
27.7,10.7,Sewage,321.58
28.7,5.1,Sewage,214.37
29.3,4.2,Rainwater,41.12
44.5,7.2,Sewage,472.91
31.8,10.1,Rainwater,59.26
41.6,3.3,Sewage,258.3
31.4,7.0,Rainwater,68.05
16.9,19.5,Rainwater,108.79
19.9,15.0,Rainwater,107.41
43.2,12.3,Rainwater,145.52
13.7,24.2,Rainwater,108.58
41.5,5.2,Sewage,280.69
23.3,18.0,Sewage,444.12
10.9,3.4,Sewage,66.9
19.3,8.9,Rainwater,78.59
26.7,11.2,Rainwater,70.41
14.7,20.1,Rainwater,54.19
25.5,28.9,Sewage,333.35
35.9,20.3,Rainwater,95.73
24.4,17.4,Sewage,363.28
26.6,1.8,Sewage,98.52
19.7,7.9,Rainwater,44.12
14.1,1.8,Rainwater,16.15
13.3,6.3,Rainwater,20.58
21.9,21.3,Rainwater,99.96
16.4,13.4,Sewage,265.66
40.7,11.1,Rainwater,78.94
37.3,13.7,Sewage,406.22
27.1,7.5,Sewage,303.46
40.6,2.5,Sewage,255.94
38.7,10.5,Rainwater,113.07
14.1,25.1,Rainwater,102.59
17.5,5.7,Sewage,196.02
28.6,19.8,Rainwater,76.69
30.9,21.0,Sewage,412.91
10.4,2.9,Sewage,52.55
10.8,10.3,Rainwater,40.72
10.8,24.5,Rainwater,75.61
17.8,9.3,Rainwater,60.24
25.1,10.6,Sewage,230.81
37.2,15.4,Rainwater,102.67
11.1,13.4,Sewage,176.91
15.1,12.7,Sewage,282.26
21.9,23.7,Sewage,323.23
37.7,4.6,Sewage,275.87
19.3,15.0,Sewage,266.09
11.2,7.6,Rainwater,43.79
38.6,11.5,Sewage,381.81
16.6,25.7,Sewage,444.92
15.3,18.3,Sewage,262.08
15.7,26.2,Sewage,372.16
16.5,29.4,Sewage,283.58
35.6,23.6,Sewage,345.31
23.6,12.5,Sewage,356.02
26.4,5.5,Rainwater,50.75
34.2,24.1,Sewage,430.61
16.5,5.5,Sewage,121.53
40.3,12.6,Sewage,322.26
21.4,8.4,Sewage,252.0
31.1,25.1,Sewage,451.47
42.4,16.0,Rainwater,139.0
25.5,28.3,Rainwater,86.24
10.3,15.4,Sewage,231.64
34.0,18.1,Rainwater,91.29
37.0,21.5,Rainwater,136.64
14.5,21.7,Rainwater,79.85
11.5,10.5,Rainwater,43.27
30.2,8.5,Sewage,283.81
30.2,8.8,Rainwater,68.15
21.5,8.6,Sewage,291.87
24.1,10.0,Sewage,344.71
14.0,28.9,Rainwater,118.72
18.5,20.2,Sewage,271.78
28.1,15.9,Sewage,342.97
18.1,16.1,Rainwater,45.55
37.6,12.6,Sewage,317.01
32.4,22.7,Rainwater,72.65
39.3,27.9,Rainwater,60.39
36.8,21.6,Rainwater,52.88
32.5,13.2,Rainwater,74.21
31.3,7.1,Rainwater,116.71
17.6,2.8,Rainwater,13.05
